Ensembl.ID	Gene.Symbol	GNF.GeneAtlas.Specificity
ENSMUSG00000026018	Ica1l	TRE
ENSMUSG00000026024	Als2	TRE
ENSMUSG00000026058	Khdrbs2	TRE
ENSMUSG00000026062	Slc9a2	TRE
ENSMUSG00000026068	Il18rap	TRE
ENSMUSG00000026069	Il1rl1	TRE
ENSMUSG00000026070	Il18r1	TRE
ENSMUSG00000026073	Il1r2	TRE
ENSMUSG00000026080	Chst10	TRE
ENSMUSG00000026090	2010300C02Rik	TRE
ENSMUSG00000026109	Tmeff2	TRE
ENSMUSG00000026117	Zap70	TRE
ENSMUSG00000026121	Sema4c	TRE
ENSMUSG00000026125	Prss39	TRE
ENSMUSG00000026141	Col19a1	TRE
ENSMUSG00000026166	Ccl20	TRE
ENSMUSG00000026167	Wnt10a	TRE
ENSMUSG00000026170	Cyp27a1	TRE
ENSMUSG00000026173	Plcd4	TRE
ENSMUSG00000026175	Vil1	TRE
ENSMUSG00000026177	Slc11a1	TRE
ENSMUSG00000026189	Pecr	TRE
ENSMUSG00000026204	Ptprn	TRE
ENSMUSG00000026205	Slc23a3	TRE
ENSMUSG00000026207	Speg	TRE
ENSMUSG00000026220	Slc16a14	TRE
ENSMUSG00000026222	Sp100	TRE
ENSMUSG00000026226	Spata3	TRE
ENSMUSG00000026227	2810459M11Rik	TRE
ENSMUSG00000026228	Htr2b	TRE
ENSMUSG00000026235	Epha4	TRE
ENSMUSG00000026247	Ecel1	TRE
ENSMUSG00000026253	Chrng	TRE
ENSMUSG00000026255	Efhd1	TRE
ENSMUSG00000026259	Ngef	TRE
ENSMUSG00000026271	Gpr35	TRE
ENSMUSG00000026274	Pask	TRE
ENSMUSG00000026278	Bok	TRE
ENSMUSG00000026301	Iqca	TRE
ENSMUSG00000026312	Cdh7	TRE
ENSMUSG00000026315	Serpinb8	TRE
ENSMUSG00000026321	Tnfrsf11a	TRE
ENSMUSG00000026322	Htr4	TRE
ENSMUSG00000026336	Slco6d1	TRE
ENSMUSG00000026344	Lypd1	TRE
ENSMUSG00000026354	Lct	TRE
ENSMUSG00000026357	Rgs18	TRE
ENSMUSG00000026358	Rgs1	TRE
ENSMUSG00000026384	Ptpn4	TRE
ENSMUSG00000026389	Steap3	TRE
ENSMUSG00000026390	Marco	TRE
ENSMUSG00000026398	Nr5a2	TRE
ENSMUSG00000026401	Daf2	TRE
ENSMUSG00000026407	Cacna1s	TRE
ENSMUSG00000026411	Tmem9	TRE
ENSMUSG00000026413	Pkp1	TRE
ENSMUSG00000026414	Tnnt2	TRE
ENSMUSG00000026418	Tnni1	TRE
ENSMUSG00000026429	Ube2t	TRE
ENSMUSG00000026435	Slc45a3	TRE
ENSMUSG00000026442	Nfasc	TRE
ENSMUSG00000026443	Lrrn2	TRE
ENSMUSG00000026450	Chit1	TRE
ENSMUSG00000026452	Syt2	TRE
ENSMUSG00000026458	Ppfia4	TRE
ENSMUSG00000026468	Lhx4	TRE
ENSMUSG00000026475	Rgs16	TRE
ENSMUSG00000026494	Kif26b	TRE
ENSMUSG00000026495	Efcab2	TRE
ENSMUSG00000026514	Cnih3	TRE
ENSMUSG00000026523	Wdr64	TRE
ENSMUSG00000026532	Spna1	TRE
ENSMUSG00000026544	Dusp23	TRE
ENSMUSG00000026546	Ccdc19	TRE
ENSMUSG00000026548	Slamf9	TRE
ENSMUSG00000026564	Dusp27	TRE
ENSMUSG00000026567	Adcy10	TRE
ENSMUSG00000026573	Xcl1	TRE
ENSMUSG00000026578	4930455F23Rik	TRE
ENSMUSG00000026579	F5	TRE
ENSMUSG00000026581	Sell	TRE
ENSMUSG00000026582	Sele	TRE
ENSMUSG00000026587	Astn1	TRE
ENSMUSG00000026589	Sec16b	TRE
ENSMUSG00000026592	1700057K13Rik	TRE
ENSMUSG00000026602	Nphs2	TRE
ENSMUSG00000026609	Ush2a	TRE
ENSMUSG00000026611	Spata17	TRE
ENSMUSG00000026614	Slc30a10	TRE
ENSMUSG00000026616	Cr2	TRE
ENSMUSG00000026620	Mark1	TRE
ENSMUSG00000026621	Mosc1	TRE
ENSMUSG00000026622	Nek2	TRE
ENSMUSG00000026628	Atf3	TRE
ENSMUSG00000026630	Batf3	TRE
ENSMUSG00000026637	Traf5	TRE
ENSMUSG00000026644	Acbd7	TRE
ENSMUSG00000026645	Olah	TRE
ENSMUSG00000026648	Dclre1c	TRE
ENSMUSG00000026649	1700009P17Rik	TRE
ENSMUSG00000026650	Meig1	TRE
ENSMUSG00000026669	Mcm10	TRE
ENSMUSG00000026676	Ccdc3	TRE
ENSMUSG00000026679	Enkur	TRE
ENSMUSG00000026692	Fmo4	TRE
ENSMUSG00000026697	Myoc	TRE
ENSMUSG00000026707	Nsun6	TRE
ENSMUSG00000026715	Serpinc1	TRE
ENSMUSG00000026725	Tnn	TRE
ENSMUSG00000026726	Cubn	TRE
ENSMUSG00000026729	4930562F07Rik	TRE
ENSMUSG00000026730	Pter	TRE
ENSMUSG00000026734	4921504E06Rik	TRE
ENSMUSG00000026768	Itga8	TRE
ENSMUSG00000026770	Il2ra	TRE
ENSMUSG00000026774	4931423N10Rik	TRE
ENSMUSG00000026786	Apbb1ip	TRE
ENSMUSG00000026787	Gad2	TRE
ENSMUSG00000026792	Lrsam1	TRE
ENSMUSG00000026797	Stxbp1	TRE
ENSMUSG00000026807	Ak8	TRE
ENSMUSG00000026809	1700026L06Rik	TRE
ENSMUSG00000026811	St6galnac6	TRE
ENSMUSG00000026815	Gfi1b	TRE
ENSMUSG00000026818	Cel	TRE
ENSMUSG00000026824	Kcnj3	TRE
ENSMUSG00000026825	Dnm1	TRE
ENSMUSG00000026834	Acvr1c	TRE
ENSMUSG00000026839	Upp2	TRE
ENSMUSG00000026841	Fibcd1	TRE
ENSMUSG00000026856	Dolpp1	TRE
ENSMUSG00000026866	Kynu	TRE
ENSMUSG00000026870	D730039F16Rik	TRE
ENSMUSG00000026874	Hc	TRE
ENSMUSG00000026875	Traf1	TRE
ENSMUSG00000026885	Ttll11	TRE
ENSMUSG00000026890	Lhx6	TRE
ENSMUSG00000026894	Morn5	TRE
ENSMUSG00000026904	Slc4a10	TRE
ENSMUSG00000026938	Fcna	TRE
ENSMUSG00000026943	Lcn12	TRE
ENSMUSG00000026944	Abca2	TRE
ENSMUSG00000026955	2010317E24Rik	TRE
ENSMUSG00000026959	Grin1	TRE
ENSMUSG00000026969	Fam166a	TRE
ENSMUSG00000026971	Itgb6	TRE
ENSMUSG00000026976	Pax8	TRE
ENSMUSG00000026981	Il1rn	TRE
ENSMUSG00000027004	Frzb	TRE
ENSMUSG00000027015	Cybrd1	TRE
ENSMUSG00000027016	Zfp385b	TRE
ENSMUSG00000027048	Abcb11	TRE
ENSMUSG00000027070	Lrp2	TRE
ENSMUSG00000027071	P2rx3	TRE
ENSMUSG00000027072	Prg3	TRE
ENSMUSG00000027073	Prg2	TRE
ENSMUSG00000027075	Slc43a1	TRE
ENSMUSG00000027078	Ube2l6	TRE
ENSMUSG00000027088	Phospho2	TRE
ENSMUSG00000027107	Chrna1	TRE
ENSMUSG00000027115	Kif18a	TRE
ENSMUSG00000027167	Elp4	TRE
ENSMUSG00000027171	Prrg4	TRE
ENSMUSG00000027186	Elf5	TRE
ENSMUSG00000027188	Pamr1	TRE
ENSMUSG00000027208	Fgf7	TRE
ENSMUSG00000027209	4930525F21Rik	TRE
ENSMUSG00000027219	Slc28a2	TRE
ENSMUSG00000027220	Syt13	TRE
ENSMUSG00000027223	Mapk8ip1	TRE
ENSMUSG00000027238	Frmd5	TRE
ENSMUSG00000027242	Wdr76	TRE
ENSMUSG00000027249	F2	TRE
ENSMUSG00000027253	Lrp4	TRE
ENSMUSG00000027254	Mtap1a	TRE
ENSMUSG00000027257	Pacsin3	TRE
ENSMUSG00000027261	Hao1	TRE
ENSMUSG00000027296	Itpka	TRE
ENSMUSG00000027297	Ltk	TRE
ENSMUSG00000027298	Tyro3	TRE
ENSMUSG00000027314	Dll4	TRE
ENSMUSG00000027316	Gfra4	TRE
ENSMUSG00000027318	Adam33	TRE
ENSMUSG00000027324	Rpusd2	TRE
ENSMUSG00000027326	Casc5	TRE
ENSMUSG00000027329	Spef1	TRE
ENSMUSG00000027330	Cdc25b	TRE
ENSMUSG00000027333	Smox	TRE
ENSMUSG00000027338	Prnd	TRE
ENSMUSG00000027344	Fsip1	TRE
ENSMUSG00000027347	Rasgrp1	TRE
ENSMUSG00000027353	Mcm8	TRE
ENSMUSG00000027358	Bmp2	TRE
ENSMUSG00000027359	Slc27a2	TRE
ENSMUSG00000027368	Dusp2	TRE
ENSMUSG00000027377	Mall	TRE
ENSMUSG00000027378	Nphp1	TRE
ENSMUSG00000027380	Acoxl	TRE
ENSMUSG00000027394	Ttl	TRE
ENSMUSG00000027395	Polr1b	TRE
ENSMUSG00000027398	Il1b	TRE
ENSMUSG00000027400	Pdyn	TRE
ENSMUSG00000027401	Tgm3	TRE
ENSMUSG00000027408	Cpxm1	TRE
ENSMUSG00000027412	Lpin3	TRE
ENSMUSG00000027419	Pcsk2	TRE
ENSMUSG00000027434	Nkx2-2	TRE
ENSMUSG00000027438	Napb	TRE
ENSMUSG00000027442	Cst8	TRE
ENSMUSG00000027446	9230104L09Rik	TRE
ENSMUSG00000027456	Sdcbp2	TRE
ENSMUSG00000027457	Snph	TRE
ENSMUSG00000027459	Fam110a	TRE
ENSMUSG00000027463	Slc52a3	TRE
ENSMUSG00000027470	Mylk2	TRE
ENSMUSG00000027478	Dnmt3b	TRE
ENSMUSG00000027488	Snta1	TRE
ENSMUSG00000027489	Necab3	TRE
ENSMUSG00000027500	Stmn2	TRE
ENSMUSG00000027505	1700029J11Rik	TRE
ENSMUSG00000027510	Rbm38	TRE
ENSMUSG00000027520	Zdbf2	TRE
ENSMUSG00000027524	Edn3	TRE
ENSMUSG00000027525	Phactr3	TRE
ENSMUSG00000027530	Fabp12	TRE
ENSMUSG00000027569	1600027N09Rik	TRE
ENSMUSG00000027570	Col9a3	TRE
ENSMUSG00000027574	Nkain4	TRE
ENSMUSG00000027581	Stmn3	TRE
ENSMUSG00000027603	Ggt7	TRE
ENSMUSG00000027606	Dnajc5b	TRE
ENSMUSG00000027611	Procr	TRE
ENSMUSG00000027612	Mmp24	TRE
ENSMUSG00000027636	Sla2	TRE
ENSMUSG00000027643	Ghrh	TRE
ENSMUSG00000027656	Wisp2	TRE
ENSMUSG00000027661	Slc2a10	TRE
ENSMUSG00000027670	Ocstamp	TRE
ENSMUSG00000027676	Ccdc39	TRE
ENSMUSG00000027690	Slc2a2	TRE
ENSMUSG00000027695	Pld1	TRE
ENSMUSG00000027702	Lrrc34	TRE
ENSMUSG00000027716	Trpc3	TRE
ENSMUSG00000027719	Adad1	TRE
ENSMUSG00000027737	Slc7a11	TRE
ENSMUSG00000027744	Stoml3	TRE
ENSMUSG00000027765	P2ry1	TRE
ENSMUSG00000027776	Il12a	TRE
ENSMUSG00000027793	Ccna1	TRE
ENSMUSG00000027827	Kcnab1	TRE
ENSMUSG00000027831	Veph1	TRE
ENSMUSG00000027833	Shox2	TRE
ENSMUSG00000027834	Serpini1	TRE
ENSMUSG00000027849	Syt6	TRE
ENSMUSG00000027859	Ngf	TRE
ENSMUSG00000027863	Cd2	TRE
ENSMUSG00000027867	Spag17	TRE
ENSMUSG00000027868	Tbx15	TRE
ENSMUSG00000027875	Hmgcs2	TRE
ENSMUSG00000027876	Reg4	TRE
ENSMUSG00000027887	Sypl2	TRE
ENSMUSG00000027890	Gstm4	TRE
ENSMUSG00000027894	Slc6a17	TRE
ENSMUSG00000027895	Kcnc4	TRE
ENSMUSG00000027896	Slc16a4	TRE
ENSMUSG00000027905	Ddx20	TRE
ENSMUSG00000027932	Slc27a3	TRE
ENSMUSG00000027938	Creb3l4	TRE
ENSMUSG00000027950	Chrnb2	TRE
ENSMUSG00000027961	Lrrc39	TRE
ENSMUSG00000027965	Olfm3	TRE
ENSMUSG00000027966	Col11a1	TRE
ENSMUSG00000027967	Neurog2	TRE
ENSMUSG00000027977	Ndst3	TRE
ENSMUSG00000027978	Prss12	TRE
ENSMUSG00000027983	Cyp2u1	TRE
ENSMUSG00000027985	Lef1	TRE
ENSMUSG00000027995	Tlr2	TRE
ENSMUSG00000028003	Lrat	TRE
ENSMUSG00000028005	Gucy1b3	TRE
ENSMUSG00000028011	Tdo2	TRE
ENSMUSG00000028012	Rrh	TRE
ENSMUSG00000028017	Egf	TRE
ENSMUSG00000028031	Dkk2	TRE
ENSMUSG00000028033	Kcnq5	TRE
ENSMUSG00000028036	Ptgfr	TRE
ENSMUSG00000028037	Ifi44	TRE
ENSMUSG00000028039	Efna3	TRE
ENSMUSG00000028040	Efna4	TRE
ENSMUSG00000028047	Thbs3	TRE
ENSMUSG00000028068	Iqgap3	TRE
ENSMUSG00000028071	Sh2d2a	TRE
ENSMUSG00000028072	Ntrk1	TRE
ENSMUSG00000028078	Dclk2	TRE
ENSMUSG00000028088	Fmo5	TRE
ENSMUSG00000028100	Nudt17	TRE
ENSMUSG00000028109	Hormad1	TRE
ENSMUSG00000028111	Ctsk	TRE
ENSMUSG00000028115	Bnipl	TRE
ENSMUSG00000028125	Abca4	TRE
ENSMUSG00000028139	Riiad1	TRE
ENSMUSG00000028141	Oaz3	TRE
ENSMUSG00000028150	Rorc	TRE
ENSMUSG00000028158	Mttp	TRE
ENSMUSG00000028159	Dapp1	TRE
ENSMUSG00000028167	Bdh2	TRE
ENSMUSG00000028172	Tacr3	TRE
ENSMUSG00000028176	Lrrc7	TRE
ENSMUSG00000028182	Lrriq3	TRE
ENSMUSG00000028185	Dnase2b	TRE
ENSMUSG00000028188	Spata1	TRE
ENSMUSG00000028195	Cyr61	TRE
ENSMUSG00000028197	Col24a1	TRE
ENSMUSG00000028214	Gem	TRE
ENSMUSG00000028217	Cdh17	TRE
ENSMUSG00000028222	Calb1	TRE
ENSMUSG00000028226	Mmp16	TRE
ENSMUSG00000028238	Atp6v0d2	TRE
ENSMUSG00000028246	6230409E13Rik	TRE
ENSMUSG00000028256	Odf2l	TRE
ENSMUSG00000028259	Fhl5	TRE
ENSMUSG00000028264	Spaca1	TRE
ENSMUSG00000028289	Epha7	TRE
ENSMUSG00000028294	1700003M02Rik	TRE
ENSMUSG00000028298	Cga	TRE
ENSMUSG00000028327	1300002K09Rik	TRE
ENSMUSG00000028331	5830415F09Rik	TRE
ENSMUSG00000028332	Hemgn	TRE
ENSMUSG00000028347	Tmeff1	TRE
ENSMUSG00000028348	Murc	TRE
ENSMUSG00000028351	Dbc1	TRE
ENSMUSG00000028354	Fmn2	TRE
ENSMUSG00000028359	Orm3	TRE
ENSMUSG00000028362	Tnfsf8	TRE
ENSMUSG00000028369	Svep1	TRE
ENSMUSG00000028370	Pappa	TRE
ENSMUSG00000028391	Wdr31	TRE
ENSMUSG00000028392	Bspry	TRE
ENSMUSG00000028411	Aptx	TRE
ENSMUSG00000028427	Aqp7	TRE
ENSMUSG00000028438	Kif24	TRE
ENSMUSG00000028439	2310028H24Rik	TRE
ENSMUSG00000028441	1110017D15Rik	TRE
ENSMUSG00000028453	Fancg	TRE
ENSMUSG00000028458	Tesk1	TRE
ENSMUSG00000028459	Cd72	TRE
ENSMUSG00000028460	Sit1	TRE
ENSMUSG00000028463	Car9	TRE
ENSMUSG00000028492	Fam154a	TRE
ENSMUSG00000028519	Dab1	TRE
ENSMUSG00000028520	4921539E11Rik	TRE
ENSMUSG00000028523	Tctex1d1	TRE
ENSMUSG00000028524	Sgip1	TRE
ENSMUSG00000028541	B4galt2	TRE
ENSMUSG00000028545	Bend5	TRE
ENSMUSG00000028546	Elavl4	TRE
ENSMUSG00000028549	Itgb3bp	TRE
ENSMUSG00000028553	Angptl3	TRE
ENSMUSG00000028573	Fggy	TRE
ENSMUSG00000028575	4930579C15Rik	TRE
ENSMUSG00000028576	Ift74	TRE
ENSMUSG00000028587	Orc1	TRE
ENSMUSG00000028597	Gpx7	TRE
ENSMUSG00000028599	Tnfrsf1b	TRE
ENSMUSG00000028600	Podn	TRE
ENSMUSG00000028626	Col9a2	TRE
ENSMUSG00000028631	Kcnq4	TRE
ENSMUSG00000028637	Ccdc30	TRE
ENSMUSG00000028640	Tfap2c	TRE
ENSMUSG00000028641	Lepre1	TRE
ENSMUSG00000028644	Ermap	TRE
ENSMUSG00000028654	Mycl1	TRE
ENSMUSG00000028680	Plk3	TRE
ENSMUSG00000028689	Ccdc163	TRE
ENSMUSG00000028699	Tspan1	TRE
ENSMUSG00000028702	Rad54l	TRE
ENSMUSG00000028709	Mob3c	TRE
ENSMUSG00000028713	Cyp4b1	TRE
ENSMUSG00000028730	Wdr65	TRE
ENSMUSG00000028736	Pax7	TRE
ENSMUSG00000028737	Aldh4a1	TRE
ENSMUSG00000028755	Cda	TRE
ENSMUSG00000028758	Kif17	TRE
ENSMUSG00000028766	Alpl	TRE
ENSMUSG00000028782	Bai2	TRE
ENSMUSG00000028785	Hpca	TRE
ENSMUSG00000028789	Adc	TRE
ENSMUSG00000028801	4930555I21Rik	TRE
ENSMUSG00000028803	Nipal3	TRE
ENSMUSG00000028804	Csmd2	TRE
ENSMUSG00000028807	Zbtb8a	TRE
ENSMUSG00000028825	Rhd	TRE
ENSMUSG00000028833	Ncdn	TRE
ENSMUSG00000028838	Extl1	TRE
ENSMUSG00000028845	Tekt2	TRE
ENSMUSG00000028859	Csf3r	TRE
ENSMUSG00000028862	Map3k6	TRE
ENSMUSG00000028864	Hgf	TRE
ENSMUSG00000028865	Cd164l2	TRE
ENSMUSG00000028871	Rspo1	TRE
ENSMUSG00000028874	Fgr	TRE
ENSMUSG00000028876	Epha10	TRE
ENSMUSG00000028919	Arhgef19	TRE
ENSMUSG00000028931	Kcnab2	TRE
ENSMUSG00000028943	Espn	TRE
ENSMUSG00000028950	Tas1r1	TRE
ENSMUSG00000028952	Zbtb48	TRE
ENSMUSG00000028965	Tnfrsf9	TRE
ENSMUSG00000028970	Abcb1b	TRE
ENSMUSG00000028976	Slc2a5	TRE
ENSMUSG00000028979	Masp2	TRE
ENSMUSG00000028996	Rbp7	TRE
ENSMUSG00000029001	Fbxo44	TRE
ENSMUSG00000029003	Mad2l2	TRE
ENSMUSG00000029016	Clcn6	TRE
ENSMUSG00000029033	Acap3	TRE
ENSMUSG00000029049	Morn1	TRE
ENSMUSG00000029054	Gabrd	TRE
ENSMUSG00000029055	Plch2	TRE
ENSMUSG00000029061	Mmp23	TRE
ENSMUSG00000029073	Gltpd1	TRE
ENSMUSG00000029074	Ttll10	TRE
ENSMUSG00000029075	Tnfrsf4	TRE
ENSMUSG00000029082	Bst1	TRE
ENSMUSG00000029088	Kcnip4	TRE
ENSMUSG00000029095	Ablim2	TRE
ENSMUSG00000029098	Acox3	TRE
ENSMUSG00000029102	Hgfac	TRE
ENSMUSG00000029119	Man2b2	TRE
ENSMUSG00000029120	Ppp2r2c	TRE
ENSMUSG00000029121	Crmp1	TRE
ENSMUSG00000029122	Evc	TRE
ENSMUSG00000029126	Nsg1	TRE
ENSMUSG00000029130	Rnf32	TRE
ENSMUSG00000029134	Plb1	TRE
ENSMUSG00000029138	4930548H24Rik	TRE
ENSMUSG00000029151	Slc30a3	TRE
ENSMUSG00000029154	Cwh43	TRE
ENSMUSG00000029161	Cgref1	TRE
ENSMUSG00000029162	Khk	TRE
ENSMUSG00000029165	Agbl5	TRE
ENSMUSG00000029168	Dpysl5	TRE
ENSMUSG00000029188	Slc34a2	TRE
ENSMUSG00000029204	Rhoh	TRE
ENSMUSG00000029206	Nsun7	TRE
ENSMUSG00000029212	Gabrb1	TRE
ENSMUSG00000029219	Slc10a4	TRE
ENSMUSG00000029223	Uchl1	TRE
ENSMUSG00000029245	Epha5	TRE
ENSMUSG00000029248	1700023E05Rik	TRE
ENSMUSG00000029254	Stap1	TRE
ENSMUSG00000029255	Gnrhr	TRE
ENSMUSG00000029279	Brdt	TRE
ENSMUSG00000029299	Abcg3	TRE
ENSMUSG00000029312	Klhl8	TRE
ENSMUSG00000029314	Agpat9	TRE
ENSMUSG00000029321	Slc10a6	TRE
ENSMUSG00000029334	Prkg2	TRE
ENSMUSG00000029343	Crybb1	TRE
ENSMUSG00000029346	Srrd	TRE
ENSMUSG00000029348	Asphd2	TRE
ENSMUSG00000029352	Crybb3	TRE
ENSMUSG00000029361	Nos1	TRE
ENSMUSG00000029368	Alb	TRE
ENSMUSG00000029369	Afm	TRE
ENSMUSG00000029371	Cxcl5	TRE
ENSMUSG00000029372	Ppbp	TRE
ENSMUSG00000029378	Areg	TRE
ENSMUSG00000029379	Cxcl3	TRE
ENSMUSG00000029384	2010109A12Rik	TRE
ENSMUSG00000029386	Tctn2	TRE
ENSMUSG00000029406	Pitpnm2	TRE
ENSMUSG00000029408	Abcb9	TRE
ENSMUSG00000029410	Ppef2	TRE
ENSMUSG00000029417	Cxcl9	TRE
ENSMUSG00000029423	Piwil1	TRE
ENSMUSG00000029436	Mmp17	TRE
ENSMUSG00000029442	Wdr66	TRE
ENSMUSG00000029452	Tmem116	TRE
ENSMUSG00000029456	Acad10	TRE
ENSMUSG00000029468	P2rx7	TRE
ENSMUSG00000029477	Morn3	TRE
ENSMUSG00000029480	Dhx37	TRE
ENSMUSG00000029491	Pde6b	TRE
ENSMUSG00000029499	Pxmp2	TRE
ENSMUSG00000029516	Cit	TRE
ENSMUSG00000029517	Ankrd7	TRE
ENSMUSG00000029522	Pla2g1b	TRE
ENSMUSG00000029530	Ccr9	TRE
ENSMUSG00000029544	Cabp1	TRE
ENSMUSG00000029546	Uncx	TRE
ENSMUSG00000029553	Tfec	TRE
ENSMUSG00000029564	4930519G04Rik	TRE
ENSMUSG00000029570	Lfng	TRE
ENSMUSG00000029576	Radil	TRE
ENSMUSG00000029591	Ung	TRE
ENSMUSG00000029594	Rbm19	TRE
ENSMUSG00000029597	Sds	TRE
ENSMUSG00000029601	Iqcd	TRE
ENSMUSG00000029602	Rasal1	TRE
ENSMUSG00000029607	Ankrd61	TRE
ENSMUSG00000029608	Rph3a	TRE
ENSMUSG00000029646	Cdx2	TRE
ENSMUSG00000029651	Mtus2	TRE
ENSMUSG00000029658	Wdr95	TRE
ENSMUSG00000029664	Tfpi2	TRE
ENSMUSG00000029671	Wnt16	TRE
ENSMUSG00000029674	Limk1	TRE
ENSMUSG00000029675	Eln	TRE
ENSMUSG00000029678	Hyal5	TRE
ENSMUSG00000029685	Asb15	TRE
ENSMUSG00000029699	Srcrb4d	TRE
ENSMUSG00000029700	Slc13a1	TRE
ENSMUSG00000029707	Fscn3	TRE
ENSMUSG00000029710	Ephb4	TRE
ENSMUSG00000029712	Actl6b	TRE
ENSMUSG00000029716	Tfr2	TRE
ENSMUSG00000029725	Ppp1r35	TRE
ENSMUSG00000029735	Tpk1	TRE
ENSMUSG00000029755	Dlx5	TRE
ENSMUSG00000029757	Dync1i1	TRE
ENSMUSG00000029769	Ccdc136	TRE
ENSMUSG00000029771	Irf5	TRE
ENSMUSG00000029778	Adcyap1r1	TRE
ENSMUSG00000029804	Herc3	TRE
ENSMUSG00000029811	Abp1	TRE
ENSMUSG00000029816	Gpnmb	TRE
ENSMUSG00000029828	4921507P07Rik	TRE
ENSMUSG00000029832	Nfe2l3	TRE
ENSMUSG00000029844	Hoxa1	TRE
ENSMUSG00000029847	2010107G12Rik	TRE
ENSMUSG00000029848	Stra8	TRE
ENSMUSG00000029851	Fam115c	TRE
ENSMUSG00000029862	Clcn1	TRE
ENSMUSG00000029869	Ephb6	TRE
ENSMUSG00000029875	AI836003	TRE
ENSMUSG00000029883	1700074P13Rik	TRE
ENSMUSG00000029915	Clec5a	TRE
ENSMUSG00000029919	Hpgds	TRE
ENSMUSG00000029923	Rab19	TRE
ENSMUSG00000029925	Tbxas1	TRE
ENSMUSG00000029999	Tgfa	TRE
ENSMUSG00000030032	Wdr54	TRE
ENSMUSG00000030041	D6Mm5e	TRE
ENSMUSG00000030051	Aplf	TRE
ENSMUSG00000030074	Gxylt2	TRE
ENSMUSG00000030075	Cntn3	TRE
ENSMUSG00000030077	Chl1	TRE
ENSMUSG00000030083	Abtb1	TRE
ENSMUSG00000030088	Aldh1l1	TRE
ENSMUSG00000030092	Cntn6	TRE
ENSMUSG00000030098	Grip2	TRE
ENSMUSG00000030108	Slc6a13	TRE
ENSMUSG00000030109	Slc6a12	TRE
ENSMUSG00000030110	Ret	TRE
ENSMUSG00000030114	Klrg1	TRE
ENSMUSG00000030117	Gdf3	TRE
ENSMUSG00000030124	Lag3	TRE
ENSMUSG00000030125	Lrrc23	TRE
ENSMUSG00000030131	Mug2	TRE
ENSMUSG00000030134	Rasgef1a	TRE
ENSMUSG00000030142	Clec4e	TRE
ENSMUSG00000030144	Clec4d	TRE
ENSMUSG00000030147	Clec4b1	TRE
ENSMUSG00000030148	Clec4a2	TRE
ENSMUSG00000030149	Klrk1	TRE
ENSMUSG00000030154	Klrb1f	TRE
ENSMUSG00000030156	Cd69	TRE
ENSMUSG00000030159	Clec1b	TRE
ENSMUSG00000030160	D630042F21Rik	TRE
ENSMUSG00000030162	Olr1	TRE
ENSMUSG00000030165	Klrd1	TRE
ENSMUSG00000030167	Klrc1	TRE
ENSMUSG00000030170	Wnt5b	TRE
ENSMUSG00000030173	Klra5	TRE
ENSMUSG00000030187	Klra2	TRE
ENSMUSG00000030200	Bcl2l14	TRE
ENSMUSG00000030206	Gsg1	TRE
ENSMUSG00000030209	Grin2b	TRE
ENSMUSG00000030217	Art4	TRE
ENSMUSG00000030219	Erp27	TRE
ENSMUSG00000030222	Rerg	TRE
ENSMUSG00000030223	Ptpro	TRE
ENSMUSG00000030226	Lmo3	TRE
ENSMUSG00000030244	Gys2	TRE
ENSMUSG00000030247	Kcnj8	TRE
ENSMUSG00000030256	Bhlhe41	TRE
ENSMUSG00000030263	Lrmp	TRE
ENSMUSG00000030270	Cpne9	TRE
ENSMUSG00000030281	Il17rc	TRE
ENSMUSG00000030302	Atp2b2	TRE
ENSMUSG00000030303	Far2	TRE
ENSMUSG00000030307	Slc6a11	TRE
ENSMUSG00000030309	Caprin2	TRE
ENSMUSG00000030310	Slc6a1	TRE
ENSMUSG00000030319	Cand2	TRE
ENSMUSG00000030324	Rho	TRE
ENSMUSG00000030325	Klrb1c	TRE
ENSMUSG00000030329	C530028O21Rik	TRE
ENSMUSG00000030336	Cd27	TRE
ENSMUSG00000030337	Vamp1	TRE
ENSMUSG00000030340	Scnn1a	TRE
ENSMUSG00000030350	Prmt8	TRE
ENSMUSG00000030351	Tspan11	TRE
ENSMUSG00000030353	Tead4	TRE
ENSMUSG00000030359	Pzp	TRE
ENSMUSG00000030361	Klrb1a	TRE
ENSMUSG00000030365	Clec2i	TRE
ENSMUSG00000030378	2810007J24Rik	TRE
ENSMUSG00000030382	Slc27a5	TRE
ENSMUSG00000030385	2900092C05Rik	TRE
ENSMUSG00000030393	Zik1	TRE
ENSMUSG00000030401	Rtn2	TRE
ENSMUSG00000030402	Ppm1n	TRE
ENSMUSG00000030411	Nova2	TRE
ENSMUSG00000030413	Pglyrp1	TRE
ENSMUSG00000030427	Lilra6	TRE
ENSMUSG00000030428	Ttyh1	TRE
ENSMUSG00000030450	Oca2	TRE
ENSMUSG00000030468	Siglecg	TRE
ENSMUSG00000030474	Siglece	TRE
ENSMUSG00000030491	Tdrd12	TRE
ENSMUSG00000030495	Slc7a10	TRE
ENSMUSG00000030498	Gas2	TRE
ENSMUSG00000030518	Fam189a1	TRE
ENSMUSG00000030519	Apba2	TRE
ENSMUSG00000030523	Trpm1	TRE
ENSMUSG00000030528	Blm	TRE
ENSMUSG00000030530	Furin	TRE
ENSMUSG00000030555	Ttc23	TRE
ENSMUSG00000030559	Rab38	TRE
